sexe;preusuel;annais;nombre
1;_PRENOMS_RARES;1900;1249
1;_PRENOMS_RARES;1901;1342
1;_PRENOMS_RARES;1902;1330
1;_PRENOMS_RARES;1903;1286
1;_PRENOMS_RARES;1904;1430
1;_PRENOMS_RARES;1905;1472
1;_PRENOMS_RARES;1906;1451
1;_PRENOMS_RARES;1907;1514
1;_PRENOMS_RARES;1908;1509
1;_PRENOMS_RARES;1909;1526
1;_PRENOMS_RARES;1910;1667
1;_PRENOMS_RARES;1911;1572
1;_PRENOMS_RARES;1912;1608
1;_PRENOMS_RARES;1913;1605
1;_PRENOMS_RARES;1914;1597
1;_PRENOMS_RARES;1915;1208
1;_PRENOMS_RARES;1916;1025
1;_PRENOMS_RARES;1917;1148
1;_PRENOMS_RARES;1918;1157
1;_PRENOMS_RARES;1919;1030
1;_PRENOMS_RARES;1920;1535
1;_PRENOMS_RARES;1921;1617
1;_PRENOMS_RARES;1922;1574
1;_PRENOMS_RARES;1923;1931
1;_PRENOMS_RARES;1924;2475
1;_PRENOMS_RARES;1925;2845
1;_PRENOMS_RARES;1926;2920
1;_PRENOMS_RARES;1927;2711
1;_PRENOMS_RARES;1928;2505
1;_PRENOMS_RARES;1929;2445
1;_PRENOMS_RARES;1930;2639
1;_PRENOMS_RARES;1931;2724
1;_PRENOMS_RARES;1932;2455
1;_PRENOMS_RARES;1933;2168
1;_PRENOMS_RARES;1934;2161
1;_PRENOMS_RARES;1935;1784
1;_PRENOMS_RARES;1936;1666
1;_PRENOMS_RARES;1937;1722
1;_PRENOMS_RARES;1938;1766
1;_PRENOMS_RARES;1939;1721
1;_PRENOMS_RARES;1940;1588
1;_PRENOMS_RARES;1941;1374
1;_PRENOMS_RARES;1942;1497
1;_PRENOMS_RARES;1943;1686
1;_PRENOMS_RARES;1944;1864
1;_PRENOMS_RARES;1945;1790
1;_PRENOMS_RARES;1946;1741
1;_PRENOMS_RARES;1947;1758
1;_PRENOMS_RARES;1948;1716
1;_PRENOMS_RARES;1949;1910
1;_PRENOMS_RARES;1950;1967
1;_PRENOMS_RARES;1951;1902
1;_PRENOMS_RARES;1952;1945
1;_PRENOMS_RARES;1953;2022
1;_PRENOMS_RARES;1954;2074
1;_PRENOMS_RARES;1955;2038
1;_PRENOMS_RARES;1956;2201
1;_PRENOMS_RARES;1957;2363
1;_PRENOMS_RARES;1958;2439
1;_PRENOMS_RARES;1959;2643
1;_PRENOMS_RARES;1960;2757
1;_PRENOMS_RARES;1961;2845
1;_PRENOMS_RARES;1962;3041
1;_PRENOMS_RARES;1963;3076
1;_PRENOMS_RARES;1964;3104
1;_PRENOMS_RARES;1965;3416
1;_PRENOMS_RARES;1966;3241
1;_PRENOMS_RARES;1967;3475
1;_PRENOMS_RARES;1968;3419
1;_PRENOMS_RARES;1969;3632
1;_PRENOMS_RARES;1970;3939
1;_PRENOMS_RARES;1971;4451
1;_PRENOMS_RARES;1972;4769
1;_PRENOMS_RARES;1973;5052
1;_PRENOMS_RARES;1974;5263
1;_PRENOMS_RARES;1975;5191
1;_PRENOMS_RARES;1976;5415
1;_PRENOMS_RARES;1977;5733
1;_PRENOMS_RARES;1978;5704
1;_PRENOMS_RARES;1979;6039
1;_PRENOMS_RARES;1980;6607
1;_PRENOMS_RARES;1981;6957
1;_PRENOMS_RARES;1982;7511
1;_PRENOMS_RARES;1983;7522
1;_PRENOMS_RARES;1984;7596
1;_PRENOMS_RARES;1985;7842
1;_PRENOMS_RARES;1986;7828
1;_PRENOMS_RARES;1987;7772
1;_PRENOMS_RARES;1988;8010
1;_PRENOMS_RARES;1989;8267
1;_PRENOMS_RARES;1990;8483
1;_PRENOMS_RARES;1991;8613
1;_PRENOMS_RARES;1992;9074
1;_PRENOMS_RARES;1993;9447
1;_PRENOMS_RARES;1994;9698
1;_PRENOMS_RARES;1995;9771
1;_PRENOMS_RARES;1996;10202
1;_PRENOMS_RARES;1997;10409
1;_PRENOMS_RARES;1998;11015
1;_PRENOMS_RARES;1999;11635
1;_PRENOMS_RARES;2000;12583
1;_PRENOMS_RARES;2001;13285
1;_PRENOMS_RARES;2002;14409
1;_PRENOMS_RARES;2003;15247
1;_PRENOMS_RARES;2004;16378
1;_PRENOMS_RARES;2005;17270
1;_PRENOMS_RARES;2006;18219
1;_PRENOMS_RARES;2007;18610
1;_PRENOMS_RARES;2008;19033
1;_PRENOMS_RARES;2009;19777
1;_PRENOMS_RARES;2010;21219
1;_PRENOMS_RARES;2011;21764
1;_PRENOMS_RARES;2012;24352
1;_PRENOMS_RARES;2013;24296
1;_PRENOMS_RARES;2014;24812
1;_PRENOMS_RARES;2015;24925
1;_PRENOMS_RARES;2016;25371
1;_PRENOMS_RARES;2017;25742
1;_PRENOMS_RARES;2018;25999
1;_PRENOMS_RARES;2019;26960
1;_PRENOMS_RARES;2020;27083
1;_PRENOMS_RARES;2021;27222
1;A;1980;3
1;A;1998;3
1;A;XXXX;21
1;AADAM;2009;4
1;AADAM;2014;3
1;AADAM;2015;3
1;AADAM;2016;4
1;AADAM;2017;4
1;AADAM;2018;3
1;AADAM;2020;3
1;AADAM;XXXX;8
1;AADEL;1976;5
1;AADEL;1978;3
1;AADEL;1980;3
1;AADEL;1981;5
1;AADEL;1982;4
1;AADEL;1983;3
1;AADEL;1987;5
1;AADEL;XXXX;29
1;AADIL;1974;4
1;AADIL;1976;6
1;AADIL;1977;6
1;AADIL;1978;6
1;AADIL;1979;9
1;AADIL;1980;9
1;AADIL;1981;9
1;AADIL;1982;11
1;AADIL;1983;12
1;AADIL;1984;9
1;AADIL;1985;8
1;AADIL;1986;3
1;AADIL;1987;8
1;AADIL;1988;3
1;AADIL;1989;7
1;AADIL;1990;4
1;AADIL;1992;5
1;AADIL;1993;4
1;AADIL;1994;3
1;AADIL;1995;3
1;AADIL;2003;3
1;AADIL;2015;8
1;AADIL;2016;5
1;AADIL;2017;4
1;AADIL;2018;4
1;AADIL;XXXX;37
1;AAHIL;2014;5
1;AAHIL;2015;4
1;AAHIL;2016;6
1;AAHIL;2020;5
1;AAHIL;XXXX;8
1;AAKASH;2001;3
1;AAKASH;2011;3
1;AAKASH;XXXX;22
1;AAMIR;XXXX;20
1;AARAV;2011;3
1;AARAV;2016;3
1;AARAV;2018;5
1;AARAV;2019;3
1;AARAV;2020;4
1;AARAV;XXXX;6
1;AARISH;2019;6
1;AARISH;2020;3
1;AARISH;2021;3
1;AARISH;XXXX;8
1;AARON;1907;3
1;AARON;1911;3
1;AARON;1931;3
1;AARON;1935;3
1;AARON;1949;3
1;AARON;1960;3
1;AARON;1962;3
1;AARON;1963;4
1;AARON;1964;4
1;AARON;1965;5
1;AARON;1966;3
1;AARON;1970;4
1;AARON;1975;3
1;AARON;1976;6
1;AARON;1977;3
1;AARON;1979;4
1;AARON;1980;6
1;AARON;1981;10
1;AARON;1982;8
1;AARON;1983;8
1;AARON;1984;8
1;AARON;1985;11
1;AARON;1986;10
1;AARON;1987;15
1;AARON;1988;16
1;AARON;1989;14
1;AARON;1990;24
1;AARON;1991;19
1;AARON;1992;31
1;AARON;1993;18
1;AARON;1994;26
1;AARON;1995;45
1;AARON;1996;34
1;AARON;1997;74
1;AARON;1998;80
1;AARON;1999;96
1;AARON;2000;120
1;AARON;2001;136
1;AARON;2002;132
1;AARON;2003;139
1;AARON;2004;335
1;AARON;2005;439
1;AARON;2006;598
1;AARON;2007;910
1;AARON;2008;1380
1;AARON;2009;1355
1;AARON;2010;1606
1;AARON;2011;1765
1;AARON;2012;1728
1;AARON;2013;1907
1;AARON;2014;2054
1;AARON;2015;2156
1;AARON;2016;2372
1;AARON;2017;2383
1;AARON;2018;2251
1;AARON;2019;2447
1;AARON;2020;2313
1;AARON;2021;2496
1;AARON;XXXX;39
1;AARONE;1999;4
1;AARONE;2003;4
1;AARONE;2005;8
1;AARONE;2006;5
1;AARONE;2007;7
1;AARONE;2008;14
1;AARONE;2009;10
1;AARONE;2010;9
1;AARONE;2011;8
1;AARONE;2012;11
1;AARONE;2013;14
1;AARONE;2014;7
1;AARONE;2015;8
1;AARONE;2016;9
1;AARONE;2017;9
1;AARONE;2018;11
1;AARONE;2019;9
1;AARONE;2020;10
1;AARONE;2021;10
1;AARONE;XXXX;10
1;AARONN;2005;3
1;AARONN;2007;3
1;AARONN;2008;6
1;AARONN;2009;4
1;AARONN;2011;7
1;AARONN;2012;3
1;AARONN;2013;5
1;AARONN;2014;5
1;AARONN;2015;8
1;AARONN;2016;6
1;AARONN;2017;16
1;AARONN;2018;9
1;AARONN;2019;8
1;AARONN;2020;11
1;AARONN;2021;14
1;AARONN;XXXX;10
1;AAROUN;2012;4
1;AAROUN;2013;3
1;AAROUN;2014;5
1;AAROUN;2015;4
1;AAROUN;2016;4
1;AAROUN;2017;3
1;AAROUN;2018;7
1;AAROUN;2019;4
1;AAROUN;2021;7
1;AAROUN;XXXX;10
1;AARRON;2017;5
1;AARRON;2019;3
1;AARRON;2021;3
1;AARRON;XXXX;10
1;AARUSH;2011;4
1;AARUSH;2017;4
1;AARUSH;2018;8
1;AARUSH;2019;11
1;AARUSH;2020;12
1;AARUSH;2021;11
1;AARUSH;XXXX;8
1;AATHIRAN;2019;3
1;AATHIRAN;2020;4
1;AATHIRAN;2021;6
1;AATHIRAN;XXXX;7
1;AAYAN;2007;3
1;AAYAN;2009;4
1;AAYAN;2011;4
1;AAYAN;2012;8
1;AAYAN;2013;3
1;AAYAN;2014;5
1;AAYAN;2015;11
1;AAYAN;2016;5
1;AAYAN;2017;7
1;AAYAN;2018;11
1;AAYAN;2019;6
1;AAYAN;2020;10
1;AAYAN;2021;14
1;AAYAN;XXXX;5
1;AAZIZ;1975;3
1;AAZIZ;1978;3
1;AAZIZ;1979;3
1;AAZIZ;1983;7
1;AAZIZ;XXXX;14
1;AB;1952;3
1;AB;1953;4
1;AB;1954;5
1;AB;1955;4
1;AB;1957;3
1;AB;1958;4
1;AB;1959;6
1;AB;1962;8
1;AB;1963;4
1;AB;1964;3
1;AB;1970;5
1;AB;XXXX;26
1;AB-DEL;1951;3
1;AB-DEL;1952;3
1;AB-DEL;1961;4
1;AB-DEL;1967;3
1;AB-DEL;1969;3
1;AB-DEL;XXXX;29
1;ABA;XXXX;24
1;ABABACAR;2009;3
1;ABABACAR;2013;3
1;ABABACAR;2014;3
1;ABABACAR;2015;6
1;ABABACAR;2016;3
1;ABABACAR;2017;3
1;ABABACAR;2018;3
1;ABABACAR;2020;8
1;ABABACAR;2021;4
1;ABABACAR;XXXX;39
1;ABAKAR;2010;3
1;ABAKAR;2017;4
1;ABAKAR;2018;3
1;ABAKAR;2019;3
1;ABAKAR;2021;3
1;ABAKAR;XXXX;18
1;ABAN;2021;3
1;ABAN;XXXX;18
1;ABANE;2005;3
1;ABANE;XXXX;18
1;ABAS;1992;3
1;ABAS;2013;5
1;ABAS;2018;4
1;ABAS;XXXX;37
1;ABASS;2003;3
1;ABASS;2004;4
1;ABASS;2005;3
1;ABASS;2007;3
1;ABASS;2008;7
1;ABASS;2011;5
1;ABASS;2012;9
1;ABASS;2013;10
1;ABASS;2014;4
1;ABASS;2015;6
1;ABASS;2017;7
1;ABASS;2018;8
1;ABASS;2019;4
1;ABASS;2020;10
1;ABASS;2021;7
1;ABASS;XXXX;37
1;ABASSE;1963;3
1;ABASSE;1981;3
1;ABASSE;1982;7
1;ABASSE;1983;5
1;ABASSE;1987;3
1;ABASSE;1988;3
1;ABASSE;1991;3
1;ABASSE;1992;5
1;ABASSE;1999;3
1;ABASSE;2008;3
1;ABASSE;2010;4
1;ABASSE;2012;5
1;ABASSE;2015;5
1;ABASSE;2017;4
1;ABASSE;2018;5
1;ABASSE;2021;3
1;ABASSE;XXXX;53
1;ABBA;1991;3
1;ABBA;2021;3
1;ABBA;XXXX;16
1;ABBAS;1960;6
1;ABBAS;1961;7
1;ABBAS;1962;9
1;ABBAS;1963;3
1;ABBAS;1964;5
1;ABBAS;1965;3
1;ABBAS;1968;4
1;ABBAS;1972;5
1;ABBAS;1973;3
1;ABBAS;1976;5
1;ABBAS;1977;4
1;ABBAS;1980;6
1;ABBAS;1981;3
1;ABBAS;1983;6
1;ABBAS;1985;6
1;ABBAS;1986;5
1;ABBAS;1987;9
1;ABBAS;1988;4
1;ABBAS;1990;3
1;ABBAS;1991;7
1;ABBAS;1992;4
1;ABBAS;1993;4
1;ABBAS;1995;3
1;ABBAS;1999;3
1;ABBAS;2000;7
1;ABBAS;2003;5
1;ABBAS;2005;4
1;ABBAS;2006;5
1;ABBAS;2008;4
1;ABBAS;2009;5
1;ABBAS;2010;4
1;ABBAS;2012;7
1;ABBAS;2013;6
1;ABBAS;2014;10
1;ABBAS;2015;7
1;ABBAS;2016;8
1;ABBAS;2017;15
1;ABBAS;2018;8
1;ABBAS;2019;6
1;ABBAS;2020;16
1;ABBAS;2021;13
1;ABBAS;XXXX;36
1;ABBASS;2007;4
1;ABBASS;XXXX;17
1;ABBES;1955;4
1;ABBES;1958;7
1;ABBES;1959;4
1;ABBES;1960;5
1;ABBES;1961;9
1;ABBES;1962;16
1;ABBES;1963;9
1;ABBES;1964;11
1;ABBES;1965;11
1;ABBES;1966;7
1;ABBES;1967;9
1;ABBES;1968;7
1;ABBES;1969;11
1;ABBES;1970;6
1;ABBES;1971;5
1;ABBES;1972;17
1;ABBES;1973;6
1;ABBES;1974;8
1;ABBES;1975;5
1;ABBES;1976;6
1;ABBES;1977;7
1;ABBES;1978;7
1;ABBES;1979;4
1;ABBES;1980;6
1;ABBES;1981;3
1;ABBES;1982;3
1;ABBES;1984;10
1;ABBES;1985;4
1;ABBES;1989;7
1;ABBES;1990;3
1;ABBES;1991;7
1;ABBES;1992;4
1;ABBES;1995;3
1;ABBES;1999;3
1;ABBES;2001;4
1;ABBES;2002;3
1;ABBES;2003;3
1;ABBES;2004;4
1;ABBES;2007;3
1;ABBES;2010;3
1;ABBES;2011;3
1;ABBES;2013;4
1;ABBES;2014;3
1;ABBES;2020;3
1;ABBES;XXXX;34
1;ABD;1947;3
1;ABD;1949;5
1;ABD;1950;5
1;ABD;1951;8
1;ABD;1952;14
1;ABD;1953;9
1;ABD;1954;20
1;ABD;1955;11
1;ABD;1956;21
1;ABD;1957;27
1;ABD;1958;31
1;ABD;1959;25
1;ABD;1960;28
1;ABD;1961;20
1;ABD;1962;34
1;ABD;1963;37
1;ABD;1964;19
1;ABD;1965;18
1;ABD;1966;18
1;ABD;1967;19
1;ABD;1968;30
1;ABD;1969;20
1;ABD;1970;24
1;ABD;1971;27
1;ABD;1972;26
1;ABD;1973;14
1;ABD;1974;17
1;ABD;1975;17
1;ABD;1976;17
1;ABD;1977;20
1;ABD;1978;18
1;ABD;1979;20
1;ABD;1980;23
1;ABD;1981;19
1;ABD;1982;21
1;ABD;1983;14
1;ABD;1984;23
1;ABD;1985;13
1;ABD;1986;12
1;ABD;1987;11
1;ABD;1988;11
1;ABD;1989;10
1;ABD;1990;19
1;ABD;1991;13
1;ABD;1992;12
1;ABD;1993;10
1;ABD;1994;11
1;ABD;1995;6
1;ABD;1996;8
1;ABD;1997;9
1;ABD;1998;10
1;ABD;1999;7
1;ABD;2000;6
1;ABD;2001;19
1;ABD;2002;8
1;ABD;2003;12
1;ABD;2004;16
1;ABD;2005;17
1;ABD;2006;27
1;ABD;2007;33
1;ABD;2008;33
1;ABD;2009;35
1;ABD;2010;34
1;ABD;2011;37
1;ABD;2012;47
1;ABD;2013;43
1;ABD;2014;49
1;ABD;2015;65
1;ABD;2016;57
1;ABD;2017;48
1;ABD;2018;50
1;ABD;2019;38
1;ABD;2020;23
1;ABD;2021;29
1;ABD;XXXX;2
1;ABD'ALLAH;2009;3
1;ABD'ALLAH;2010;5
1;ABD'ALLAH;2011;6
1;ABD'ALLAH;2012;4
1;ABD'ALLAH;2013;6
1;ABD'ALLAH;2014;5
1;ABD'ALLAH;2015;5
1;ABD'ALLAH;2016;3
1;ABD'ALLAH;2019;4
1;ABD'ALLAH;XXXX;10
1;ABD-ALLAH;2000;6
1;ABD-ALLAH;2001;3
1;ABD-ALLAH;2003;7
1;ABD-ALLAH;2004;7
1;ABD-ALLAH;2005;5
1;ABD-ALLAH;2007;4
1;ABD-ALLAH;2008;4
1;ABD-ALLAH;2009;6
1;ABD-ALLAH;2010;11
1;ABD-ALLAH;2011;14
1;ABD-ALLAH;2012;8
1;ABD-ALLAH;2013;10
1;ABD-ALLAH;2014;12
1;ABD-ALLAH;2015;12
1;ABD-ALLAH;2016;9
1;ABD-ALLAH;2017;8
1;ABD-ALLAH;2018;4
1;ABD-ALLAH;2019;10
1;ABD-ALLAH;2020;6
1;ABD-ALLAH;2021;8
1;ABD-ALLAH;XXXX;21
1;ABD-AR-RAHMAN;2001;3
1;ABD-AR-RAHMAN;2014;5
1;ABD-AR-RAHMAN;XXXX;12
1;ABD-EL;1946;3
1;ABD-EL;1947;5
1;ABD-EL;1949;7
1;ABD-EL;1950;3
1;ABD-EL;1951;12
1;ABD-EL;1952;14
1;ABD-EL;1953;11
1;ABD-EL;1954;14
1;ABD-EL;1955;16
1;ABD-EL;1956;27
1;ABD-EL;1957;27
1;ABD-EL;1958;17
1;ABD-EL;1959;12
1;ABD-EL;1960;22
1;ABD-EL;1961;15
1;ABD-EL;1962;27
1;ABD-EL;1963;18
1;ABD-EL;1964;20
1;ABD-EL;1965;16
1;ABD-EL;1966;16
1;ABD-EL;1967;19
1;ABD-EL;1968;15
1;ABD-EL;1969;14
1;ABD-EL;1970;16
1;ABD-EL;1971;9
1;ABD-EL;1972;6
1;ABD-EL;1973;8
1;ABD-EL;1974;9
1;ABD-EL;1975;5
1;ABD-EL;1976;11
1;ABD-EL;1977;8
1;ABD-EL;1979;4
1;ABD-EL;1980;3
1;ABD-EL;1981;5
1;ABD-EL;1982;4
1;ABD-EL;1983;3
1;ABD-EL;1984;3
1;ABD-EL;1986;4
1;ABD-EL;1987;3
1;ABD-EL;1988;3
1;ABD-EL;1989;5
1;ABD-EL;1990;4
1;ABD-EL;2009;3
1;ABD-EL;XXXX;14
1;ABD-EL-KADER;1961;3
1;ABD-EL-KADER;1964;3
1;ABD-EL-KADER;1967;3
1;ABD-EL-KADER;1969;3
1;ABD-EL-KADER;1970;3
1;ABD-EL-KADER;XXXX;36
1;ABD-EL-KRIM;1958;3
1;ABD-EL-KRIM;1959;3
1;ABD-EL-KRIM;XXXX;18
1;ABD-EL-RAHMAN;2004;3
1;ABD-EL-RAHMAN;2016;3
1;ABD-EL-RAHMAN;XXXX;15
1;ABD-RAHIM;2008;3
1;ABD-RAHIM;XXXX;17
1;ABD-RAHMAN;2009;4
1;ABD-RAHMAN;2012;3
1;ABD-RAHMAN;2013;3
1;ABD-RAHMAN;2014;4
1;ABD-RAHMAN;2015;5
1;ABD-RAHMAN;2016;5
1;ABD-RAHMAN;2019;3
1;ABD-RAHMAN;XXXX;14
1;ABD-SAMAD;1988;4
1;ABD-SAMAD;XXXX;21
1;ABDALA;1957;3
1;ABDALA;1964;7
1;ABDALA;1965;3
1;ABDALA;1969;3
1;ABDALA;1974;5
1;ABDALA;1975;3
1;ABDALA;XXXX;51
1;ABDALAH;1951;3
1;ABDALAH;1953;4
1;ABDALAH;1955;5
1;ABDALAH;1956;5
1;ABDALAH;1958;3
1;ABDALAH;1959;3
1;ABDALAH;1962;3
1;ABDALAH;1963;5
1;ABDALAH;1964;6
1;ABDALAH;1966;8
1;ABDALAH;1967;6
1;ABDALAH;1968;5
1;ABDALAH;1969;5
1;ABDALAH;1970;6
1;ABDALAH;1972;5
1;ABDALAH;1973;9
1;ABDALAH;1974;3
1;ABDALAH;1975;6
1;ABDALAH;1976;3
1;ABDALAH;1978;3
1;ABDALAH;1979;6
1;ABDALAH;1980;3
1;ABDALAH;1981;8
1;ABDALAH;1982;6
1;ABDALAH;1983;10
1;ABDALAH;1984;3
1;ABDALAH;1986;3
1;ABDALAH;1991;3
1;ABDALAH;2001;3
1;ABDALAH;2004;5
1;ABDALAH;2005;3
1;ABDALAH;2006;5
1;ABDALAH;2011;3
1;ABDALAH;2013;6
1;ABDALAH;2014;3
1;ABDALAH;2018;4
1;ABDALAH;XXXX;51
1;ABDALAYE;2004;3
1;ABDALAYE;2013;3
1;ABDALAYE;2021;4
1;ABDALAYE;XXXX;31
1;ABDALHA;1964;3
1;ABDALHA;1970;4
1;ABDALHA;1973;3
1;ABDALHA;XXXX;18
1;ABDALLA;1948;3
1;ABDALLA;1957;3
1;ABDALLA;1963;4
1;ABDALLA;1965;3
1;ABDALLA;1968;4
1;ABDALLA;1973;4
1;ABDALLA;1976;3
1;ABDALLA;1988;3
1;ABDALLA;2017;4
1;ABDALLA;2019;3
1;ABDALLA;XXXX;53
1;ABDALLAH;1947;4
1;ABDALLAH;1948;6
1;ABDALLAH;1949;10
1;ABDALLAH;1950;7
1;ABDALLAH;1951;8
1;ABDALLAH;1952;12
1;ABDALLAH;1953;17
1;ABDALLAH;1954;20
1;ABDALLAH;1955;24
1;ABDALLAH;1956;21
1;ABDALLAH;1957;25
1;ABDALLAH;1958;26
1;ABDALLAH;1959;29
1;ABDALLAH;1960;35
1;ABDALLAH;1961;41
1;ABDALLAH;1962;50
1;ABDALLAH;1963;47
1;ABDALLAH;1964;56
1;ABDALLAH;1965;62
1;ABDALLAH;1966;66
1;ABDALLAH;1967;63
1;ABDALLAH;1968;56
1;ABDALLAH;1969;58
1;ABDALLAH;1970;68
1;ABDALLAH;1971;57
1;ABDALLAH;1972;52
1;ABDALLAH;1973;68
1;ABDALLAH;1974;51
1;ABDALLAH;1975;65
1;ABDALLAH;1976;52
1;ABDALLAH;1977;48
1;ABDALLAH;1978;34
1;ABDALLAH;1979;38
1;ABDALLAH;1980;50
1;ABDALLAH;1981;49
1;ABDALLAH;1982;67
1;ABDALLAH;1983;43
1;ABDALLAH;1984;55
1;ABDALLAH;1985;48
1;ABDALLAH;1986;45
1;ABDALLAH;1987;45
1;ABDALLAH;1988;43
1;ABDALLAH;1989;52
1;ABDALLAH;1990;35
1;ABDALLAH;1991;34
1;ABDALLAH;1992;34
1;ABDALLAH;1993;43
1;ABDALLAH;1994;35
1;ABDALLAH;1995;35
1;ABDALLAH;1996;34
1;ABDALLAH;1997;41
1;ABDALLAH;1998;48
1;ABDALLAH;1999;72
1;ABDALLAH;2000;68
1;ABDALLAH;2001;70
1;ABDALLAH;2002;91
1;ABDALLAH;2003;103
1;ABDALLAH;2004;107
1;ABDALLAH;2005;137
1;ABDALLAH;2006;134
1;ABDALLAH;2007;135
1;ABDALLAH;2008;168
1;ABDALLAH;2009;165
1;ABDALLAH;2010;184
1;ABDALLAH;2011;187
1;ABDALLAH;2012;205
1;ABDALLAH;2013;260
1;ABDALLAH;2014;273
1;ABDALLAH;2015;312
1;ABDALLAH;2016;269
1;ABDALLAH;2017;254
1;ABDALLAH;2018;243
1;ABDALLAH;2019;193
1;ABDALLAH;2020;191
1;ABDALLAH;2021;147
1;ABDALRAHMAN;2011;3
1;ABDALRAHMAN;2020;3
1;ABDALRAHMAN;2021;5
1;ABDALRAHMAN;XXXX;14
1;ABDARAHIM;1978;3
1;ABDARAHIM;XXXX;18
1;ABDARAHMAN;2012;4
1;ABDARAHMAN;2016;3
1;ABDARAHMAN;XXXX;30
1;ABDARAHMANE;2010;3
1;ABDARAHMANE;2014;3
1;ABDARAHMANE;2017;4
1;ABDARAHMANE;XXXX;25
1;ABDARRAHMAN;2006;3
1;ABDARRAHMAN;2010;3
1;ABDARRAHMAN;2014;4
1;ABDARRAHMAN;2015;10
1;ABDARRAHMAN;2016;4
1;ABDARRAHMAN;2018;3
1;ABDARRAHMAN;2019;3
1;ABDARRAHMAN;2021;3
1;ABDARRAHMAN;XXXX;13
1;ABDASSAMAD;1985;3
1;ABDASSAMAD;XXXX;25
1;ABDE;1960;3
1;ABDE;1965;4
1;ABDE;1969;6
1;ABDE;1971;5
1;ABDE;1972;3
1;ABDE;1974;5
1;ABDE;1975;4
1;ABDE;1976;7
1;ABDE;1977;5
1;ABDE;1978;3
1;ABDE;1979;4
1;ABDE;1980;4
1;ABDE;1981;4
1;ABDE;1982;3
1;ABDE;1983;14
1;ABDE;1984;5
1;ABDE;1986;5
1;ABDE;1989;5
1;ABDE;1990;4
1;ABDE;1991;4
1;ABDE;2002;4
1;ABDE;2006;5
1;ABDE;2008;4
1;ABDE;2009;5
1;ABDE;2010;5
1;ABDE;2012;3
1;ABDE;2013;4
1;ABDE;2015;3
1;ABDE;2016;8
1;ABDE;2017;5
1;ABDE;XXXX;43
1;ABDEL;1947;6
1;ABDEL;1948;7
1;ABDEL;1949;5
1;ABDEL;1950;9
1;ABDEL;1951;15
1;ABDEL;1952;17
1;ABDEL;1953;23
1;ABDEL;1954;38
1;ABDEL;1955;34
1;ABDEL;1956;44
1;ABDEL;1957;54
1;ABDEL;1958;55
1;ABDEL;1959;73
1;ABDEL;1960;77
1;ABDEL;1961;77
1;ABDEL;1962;82
1;ABDEL;1963;88
1;ABDEL;1964;69
1;ABDEL;1965;75
1;ABDEL;1966;72
1;ABDEL;1967;70
1;ABDEL;1968;82
1;ABDEL;1969;73
1;ABDEL;1970;76
1;ABDEL;1971;76
1;ABDEL;1972;79
1;ABDEL;1973;92
1;ABDEL;1974;92
1;ABDEL;1975;64
1;ABDEL;1976;54
1;ABDEL;1977;75
1;ABDEL;1978;96
1;ABDEL;1979;83
1;ABDEL;1980;73
1;ABDEL;1981;101
1;ABDEL;1982;98
1;ABDEL;1983;95
1;ABDEL;1984;100
1;ABDEL;1985;88
1;ABDEL;1986;78
1;ABDEL;1987;82
1;ABDEL;1988;84
1;ABDEL;1989;69
1;ABDEL;1990;64
1;ABDEL;1991;46
1;ABDEL;1992;50
1;ABDEL;1993;73
1;ABDEL;1994;52
1;ABDEL;1995;45
1;ABDEL;1996;53
1;ABDEL;1997;50
1;ABDEL;1998;37
1;ABDEL;1999;55
1;ABDEL;2000;65
1;ABDEL;2001;52
1;ABDEL;2002;59
1;ABDEL;2003;66
1;ABDEL;2004;58
1;ABDEL;2005;58
1;ABDEL;2006;60
1;ABDEL;2007;60
1;ABDEL;2008;54
1;ABDEL;2009;66
1;ABDEL;2010;54
1;ABDEL;2011;51
1;ABDEL;2012;87
1;ABDEL;2013;67
1;ABDEL;2014;80
1;ABDEL;2015;80
1;ABDEL;2016;54
1;ABDEL;2017;76
1;ABDEL;2018;55
1;ABDEL;2019;65
1;ABDEL;2020;58
1;ABDEL;2021;57
1;ABDEL;XXXX;2
1;ABDEL-AKIM;1963;3
1;ABDEL-AKIM;1967;3
1;ABDEL-AKIM;1968;4
1;ABDEL-AKIM;1970;4
1;ABDEL-AKIM;1972;3
1;ABDEL-AKIM;1974;4
1;ABDEL-AKIM;1975;4
1;ABDEL-AKIM;1990;3
1;ABDEL-AKIM;1993;4
1;ABDEL-AKIM;1994;5
1;ABDEL-AKIM;1999;3
1;ABDEL-AKIM;2011;3
1;ABDEL-AKIM;XXXX;41
1;ABDEL-ALI;1968;3
1;ABDEL-ALI;1976;4
1;ABDEL-ALI;1977;7
1;ABDEL-ALI;1980;3
1;ABDEL-ALI;1981;5
1;ABDEL-ALI;1983;3
1;ABDEL-ALI;1986;3
1;ABDEL-ALI;1993;6
1;ABDEL-ALI;1994;3
1;ABDEL-ALI;1995;3
1;ABDEL-ALI;1996;3
1;ABDEL-ALI;1999;6
1;ABDEL-ALI;2000;3
1;ABDEL-ALI;2001;4
1;ABDEL-ALI;2005;3
1;ABDEL-ALI;2008;4
1;ABDEL-ALI;2009;3
1;ABDEL-ALI;2015;3
1;ABDEL-ALI;XXXX;38
1;ABDEL-AZIZ;1959;3
1;ABDEL-AZIZ;1960;5
1;ABDEL-AZIZ;1962;5
1;ABDEL-AZIZ;1964;7
